,Unnamed: 0,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,AverageYearlySales
3466,3491,Mahindra Quanto C4,Mahindra,Hyderabad,2012,90049,Diesel,Manual,First,1493,100.0,7,17.21,3.8,245408
3468,3493,Hyundai Sonata Transform 2.4 GDi AT,Hyundai,Kolkata,2013,41000,Petrol,Automatic,First,2359,198.25,5,12.37,6.0,507992
3471,3496,Maruti Ertiga SHVS ZDI Plus,Maruti,Jaipur,2016,50000,Diesel,Manual,First,1248,88.5,7,24.52,8.7,550838
3472,3497,Hyundai Xcent 1.1 CRDi S Option,Hyundai,Delhi,2015,58000,Diesel,Manual,First,1120,71.01,5,24.4,4.95,494372
3482,3507,Mitsubishi Pajero 4X4 LHD,Mitsubishi,Bangalore,2012,155566,Diesel,Manual,Second,2835,118.6,6,9.5,9.15,396620
3483,3508,Honda Brio EX MT,Honda,Chennai,2013,42320,Petrol,Manual,First,1198,86.8,5,19.4,2.9,229003
3484,3509,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Coimbatore,2017,24153,Diesel,Manual,Second,1396,88.73,5,22.54,9.18,482177
3487,3512,Honda Amaze S i-VTEC,Honda,Kochi,2017,61795,Petrol,Manual,First,1198,86.7,5,17.8,5.53,473326
3488,3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Mahindra,Chennai,2016,13500,Petrol,Manual,First,1198,82.0,6,18.15,3.75,476992
3494,3519,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Bangalore,2014,30000,Petrol,Manual,Second,1198,74.0,5,16.47,5.25,552884
3496,3523,Jaguar XJ 3.0L Premium Luxury,Jaguar,Hyderabad,2012,50000,Diesel,Automatic,First,2993,271.23,4,12.9,45.0,714306
3500,3527,Hyundai Verna 1.4 EX,Hyundai,Hyderabad,2012,93000,Diesel,Manual,First,1396,88.7,5,23.5,5.55,684165
3504,3531,Hyundai Grand i10 Asta Option AT,Hyundai,Coimbatore,2017,27417,Petrol,Automatic,First,1197,82.0,5,18.9,6.89,362652
3506,3533,Nissan Teana 230jM,Nissan,Mumbai,2008,86340,Petrol,Automatic,Second,2349,74.0,5,9.1,3.25,666921
3513,3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Land,Hyderabad,2016,62000,Diesel,Automatic,First,2179,187.7,7,12.51,44.5,585557
3519,3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Mahindra,Coimbatore,2011,108905,Diesel,Automatic,Second,2179,120.0,8,11.79,6.21,662023
3520,3547,Datsun GO Plus T,Datsun,Kolkata,2016,12800,Petrol,Manual,First,1198,67.0,7,19.44,3.25,549710
3521,3548,Mahindra Scorpio S6 Plus 7 Seater,Mahindra,Kolkata,2016,32000,Diesel,Manual,First,2179,120.0,7,15.4,9.75,759910
3527,3554,Hyundai Verna 1.4 CX VTVT,Hyundai,Kolkata,2014,19000,Petrol,Manual,First,1396,105.5,5,17.43,5.25,425630
3534,3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,Kochi,2016,35058,Petrol,Manual,First,1598,103.52,5,15.0,6.54,446316
3536,3563,Maruti S Cross DDiS 200 Delta,Maruti,Hyderabad,2015,61313,Diesel,Manual,First,1248,88.5,5,23.65,7.99,371829
3542,3569,Mahindra KUV 100 G80 K8,Mahindra,Jaipur,2018,15900,Petrol,Manual,First,1198,82.0,6,18.15,6.25,456108
3549,3576,Ford Figo 2015-2019 1.5D Titanium MT,Ford,Hyderabad,2016,71000,Diesel,Manual,First,1498,99.0,5,25.83,5.1,526470
3551,3578,Maruti Baleno Zeta CVT,Maruti,Kolkata,2016,20000,Petrol,Automatic,First,1197,83.1,5,21.4,5.74,491842
3552,3579,Maruti Swift LXi BSIV,Maruti,Hyderabad,2010,71000,Petrol,Manual,First,1197,85.0,5,16.1,3.3,764136
3553,3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,MercedesBenz,Hyderabad,2010,29000,Diesel,Automatic,First,3498,271.72,4,9.9,32.0,693359
3558,3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyundai,Hyderabad,2009,94000,Diesel,Automatic,First,1991,142.0,5,11.4,5.25,577874
3566,3593,Ford Fiesta 1.4 Duratec ZXI,Ford,Jaipur,2007,125000,Petrol,Manual,Third,1388,68.0,5,16.6,1.5,274251
3568,3595,Maruti Wagon R LX DUO BSIII,Maruti,Hyderabad,2007,65047,LPG,Manual,First,1061,57.5,5,17.3,1.95,216120
3571,3598,Hyundai Xcent 1.2 VTVT E Plus,Hyundai,Pune,2018,31000,Petrol,Manual,First,1197,81.86,5,20.14,5.0,279178
3578,3605,Maruti Alto 800 LXI Airbag,Maruti,Jaipur,2015,50000,Petrol,Manual,First,796,47.3,5,22.74,2.75,429351
3593,3620,Skoda Rapid 1.6 TDI Elegance,Skoda,Hyderabad,2013,93000,Diesel,Manual,First,1598,103.5,5,20.5,5.0,241418
3597,3624,ISUZU D-MAX V-Cross 4X4,ISUZU,Coimbatore,2018,20422,Diesel,Manual,First,2499,134.0,5,12.4,16.09,659708
3598,3625,Hyundai Verna 1.4 CRDi GL,Hyundai,Kolkata,2012,38000,Diesel,Manual,First,1396,88.7,5,24.8,4.1,293279
3607,3634,Ford Figo Aspire 1.5 TDCi Ambiente,Ford,Hyderabad,2016,100000,Diesel,Manual,First,1498,99.0,5,25.83,5.1,551203
3608,3635,Hyundai Verna VTVT 1.6 AT EX,Hyundai,Pune,2013,37086,Petrol,Automatic,First,1591,121.3,5,17.0,5.44,370501
3611,3638,Honda CR-V Sport,Honda,Hyderabad,2010,67758,Petrol,Manual,First,2354,74.0,5,10.8,9.5,344961
3612,3639,Hyundai i20 2015-2017 Sportz AT 1.4,Hyundai,Pune,2012,56200,Petrol,Automatic,First,1396,98.6,5,15.0,3.85,405485
3624,3651,Maruti S-Cross Alpha DDiS 200 SH,Maruti,Kolkata,2016,45296,Diesel,Manual,First,1248,88.5,5,25.1,6.99,754731
3625,3652,Maruti SX4 Zxi with Leather BSIII,Maruti,Coimbatore,2008,77325,Petrol,Manual,First,1586,104.68,5,15.6,3.51,304907
3639,3666,Honda Brio VX,Honda,Pune,2013,45000,Petrol,Manual,Second,1198,86.8,5,19.4,3.25,251641
3645,3672,Tata Safari Storme 2012-2015 VX,Tata,Hyderabad,2014,93000,Diesel,Manual,First,2179,138.1,7,14.0,8.25,571263
3658,3685,BMW 5 Series 530d Highline Sedan,BMW,Ahmedabad,2010,68000,Diesel,Automatic,First,2993,235.0,5,11.5,18.0,666315
3665,3692,Ford Fiesta 1.4 ZXi Duratec,Ford,Pune,2008,76000,Petrol,Manual,Second,1388,68.0,5,16.6,1.49,726154
3669,3696,Renault Fluence 1.5,Renault,Pune,2012,56000,Diesel,Manual,Second,1461,108.5,5,20.4,3.5,690743
3680,3707,Honda Mobilio V Option i DTEC,Honda,Mumbai,2014,80000,Diesel,Manual,Second,1498,98.6,7,24.2,4.85,378215
3686,3713,Chevrolet Captiva LT,Chevrolet,Jaipur,2009,232000,Diesel,Manual,First,1991,147.9,7,11.5,3.5,265621
3696,3723,Maruti Alto 800 2016-2019 LXI Optional,Maruti,Chennai,2015,63714,Petrol,Manual,First,796,47.3,5,24.7,2.45,219021
3700,3727,Volvo S60 D5 Summum,Volvo,Mumbai,2013,31000,Diesel,Automatic,First,2400,215.0,5,13.2,17.65,734740
3705,3732,Maruti Celerio ZXI AMT,Maruti,Coimbatore,2017,35225,Petrol,Automatic,First,998,67.04,5,23.1,5.25,588298
3706,3733,Maruti Esteem Vxi,Maruti,Delhi,2005,69496,Petrol,Manual,First,1298,74.0,5,15.9,1.1,766765
3713,3740,Honda City ZX EXi,Honda,Hyderabad,2007,91000,Petrol,Manual,Second,1497,78.0,5,17.7,3.0,249606
3722,3749,Mercedes-Benz E-Class 250 D W 210,MercedesBenz,Mumbai,1998,55300,Diesel,Automatic,First,1796,157.7,5,10.0,3.9,521750
3725,3752,Land Rover Range Rover Sport HSE,Land,Kochi,2015,38467,Diesel,Automatic,First,2993,255.0,5,12.65,70.66,596768
3729,3756,Maruti 800 AC Uniq,Maruti,Jaipur,2009,22100,Petrol,Manual,Second,796,37.0,4,16.1,0.8,367312
3730,3757,Toyota Etios Liva Diesel,Toyota,Hyderabad,2014,59589,Diesel,Manual,First,1364,67.1,5,23.59,5.6,217384
3741,3768,Hyundai i20 2015-2017 1.2 Magna,Hyundai,Pune,2012,39000,Petrol,Manual,First,1197,80.0,5,18.5,2.75,388989
3744,3771,Maruti Baleno RS 1.0 Petrol,Maruti,Chennai,2017,46663,Petrol,Manual,First,998,100.0,5,21.1,6.95,740257
3745,3772,Nissan Sunny 2011-2014 XL AT Special Edition,Nissan,Chennai,2015,27000,Petrol,Automatic,First,1498,99.6,5,17.97,6.75,317750
3753,3780,Mahindra Xylo E4 ABS BS III,Mahindra,Pune,2013,167362,Diesel,Manual,First,2498,112.0,7,11.68,4.0,780302
3756,3783,Nissan X-Trail SLX MT,Nissan,Pune,2010,128000,Diesel,Manual,Second,1995,147.6,5,14.42,6.2,703717
3758,3785,Hyundai Creta 1.4 CRDi S,Hyundai,Delhi,2016,42784,Diesel,Manual,First,1396,88.7,5,21.38,10.17,470792
3760,3787,Hyundai Verna 1.6 CRDI SX Option,Hyundai,Kochi,2019,30529,Diesel,Manual,First,1582,126.2,5,23.9,14.28,467174
3769,3796,Ford Fiesta 1.6 ZXi Leather,Ford,Chennai,2008,94873,Petrol,Manual,Second,1596,101.0,5,15.3,1.85,460699
3779,3807,Skoda Octavia Ambiente 1.9 TDI,Skoda,Delhi,2008,80000,Diesel,Manual,First,1896,66.0,5,18.7,2.2,563820
3780,3808,Ford Endeavour 2.5L 4X2,Ford,Hyderabad,2010,154000,Diesel,Manual,First,2499,141.0,7,13.1,7.99,389324
3789,3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Volkswagen,Mumbai,2016,16000,Petrol,Manual,First,1198,73.75,5,17.0,5.4,354568
3790,3819,Renault Fluence 2.0,Renault,Jaipur,2011,63000,Petrol,Automatic,First,1997,135.1,5,13.4,4.75,664479
3792,3821,Maruti Alto Std,Maruti,Jaipur,2005,49000,Petrol,Manual,First,796,46.3,5,19.7,0.9,228492
3794,3823,Fiat Linea 1.3 Emotion,Fiat,Kochi,2016,56628,Diesel,Manual,First,1248,92.0,5,20.4,5.85,388463
3810,3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Land,Pune,2012,117236,Diesel,Automatic,Second,2720,190.0,7,11.8,14.0,795589
3811,3840,Maruti Dzire New,Maruti,Pune,2016,30500,Diesel,Automatic,First,1248,74.0,5,26.59,7.65,595232
3812,3841,Hyundai Verna VTVT 1.6 SX,Hyundai,Kolkata,2018,5000,Petrol,Manual,First,1591,121.3,5,17.0,8.7,443872
3813,3842,Maruti Ertiga ZDI Plus,Maruti,Hyderabad,2016,42000,Diesel,Manual,First,1248,88.5,7,25.47,9.9,690494
3825,3854,Hyundai Sonata GOLD,Hyundai,Chennai,2003,44200,Petrol,Manual,Second,1997,134.0,5,11.7,1.5,245317
3828,3857,Hyundai i10 Sportz 1.1L,Hyundai,Kolkata,2016,7200,Petrol,Manual,First,1086,68.05,5,19.81,3.59,547116
3832,3861,Chevrolet Optra Magnum 2.0 LS BSIII,Chevrolet,Coimbatore,2008,82160,Diesel,Manual,First,1991,123.7,5,16.52,2.57,507706
3844,3873,Maruti Celerio ZXI,Maruti,Chennai,2015,57818,Petrol,Manual,First,998,67.04,5,23.1,4.3,445221
3846,3875,Nissan Terrano XV 110 PS Limited Edition,Nissan,Jaipur,2015,75055,Diesel,Manual,First,1461,108.5,5,19.01,6.5,477564
3847,3876,Honda Accord VTi-L AT,Honda,Delhi,2009,65462,Petrol,Automatic,Third,2354,142.0,5,11.1,3.5,343370
3852,3881,Fiat Grande Punto 1.2 Dynamic,Fiat,Kolkata,2011,25000,Petrol,Manual,Second,1172,67.0,5,15.7,1.25,550396
3870,3900,Maruti Ertiga LXI,Maruti,Ahmedabad,2012,28002,Petrol,Manual,First,1373,93.7,7,16.02,5.75,555253
3871,3901,Toyota Corolla Altis 1.8 G CNG,Toyota,Mumbai,2010,63000,CNG,Manual,Second,1798,138.0,5,14.53,3.35,759336
3896,3926,Maruti Ignis 1.3 Zeta,Maruti,Mumbai,2017,19000,Diesel,Manual,First,1248,74.0,5,26.8,5.91,540197
3904,3934,Tata Indigo CS eGVX,Tata,Kolkata,2015,103000,Petrol,Manual,First,1193,64.08,5,15.64,3.0,771858
3909,3939,Mercedes-Benz S-Class 320 L,MercedesBenz,Mumbai,2006,30000,Petrol,Manual,First,2987,210.0,5,13.0,10.75,310464
3914,3944,Maruti Alto K10 LXI Optional,Maruti,Pune,2016,7000,Petrol,Manual,First,998,67.1,5,24.07,3.0,345784
3923,3953,Honda Jazz Exclusive CVT,Honda,Mumbai,2018,3000,Petrol,Automatic,First,1199,88.7,5,19.0,8.25,456637
3929,3959,Maruti Celerio ZXI AT Optional,Maruti,Pune,2016,64000,Petrol,Automatic,First,998,67.04,5,23.1,4.2,656161
3933,3963,Mitsubishi Lancer 1.5 SFXi,Mitsubishi,Chennai,2001,104000,Petrol,Manual,Third,1468,85.8,5,13.7,1.0,412631
3934,3964,Nissan Sunny XE P,Nissan,Coimbatore,2012,50297,Petrol,Manual,First,1498,97.6,5,16.95,4.69,559409
3938,3968,Nissan Micra Diesel XL,Nissan,Chennai,2014,100000,Diesel,Manual,First,1461,63.1,5,23.08,3.0,563522
3953,3983,Hyundai Verna 1.6 VTVT AT SX,Hyundai,Kochi,2018,33858,Petrol,Automatic,First,1591,121.3,5,17.01,9.03,506265
3954,3984,Renault KWID AMT RXL,Renault,Ahmedabad,2017,12000,Petrol,Automatic,Second,999,67.0,5,24.04,3.25,646634
3959,3989,Ford Figo 2015-2019 1.5D Ambiente MT,Ford,Chennai,2016,70000,Diesel,Manual,First,1498,99.0,5,25.83,4.6,230953
3961,3991,Nissan Micra Diesel XV Primo,Nissan,Pune,2011,72000,Diesel,Manual,First,1461,63.1,5,23.08,2.3,710015
3962,3992,Skoda Octavia Style Plus 2.0 TDI AT,Skoda,Delhi,2016,49000,Diesel,Automatic,First,1968,141.0,5,19.3,15.45,650021
3967,3997,Hyundai i20 Active 1.4 SX Dual Tone,Hyundai,Kolkata,2015,27000,Diesel,Manual,First,1396,88.73,5,21.19,5.99,426654
3969,3999,Audi A4 3.2 FSI Tiptronic Quattro,Audi,Hyderabad,2012,125000,Petrol,Automatic,First,3197,74.0,0,10.5,18.0,782325
3971,4001,Honda Accord 2.4 Inspire M/T,Honda,Mumbai,2012,42000,Petrol,Manual,First,2354,180.0,5,9.8,6.25,396874
3976,4006,Hyundai i20 Asta Optional with Sunroof 1.2,Hyundai,Mumbai,2012,50000,Petrol,Manual,First,1197,82.85,5,18.5,3.7,472697
3983,4014,Maruti Swift RS VDI,Maruti,Hyderabad,2013,73212,Diesel,Manual,First,1248,74.0,5,22.9,5.2,351136
3985,4016,Volkswagen Passat 2.0 PD DSG,Volkswagen,Mumbai,2007,61932,Diesel,Automatic,Second,1968,140.0,5,14.3,3.31,536376
3997,4028,Mercedes-Benz CLA 200 CGI Sport,MercedesBenz,Delhi,2016,40000,Petrol,Automatic,First,1991,183.0,5,15.04,24.5,781845
3998,4029,Honda CR-V 2.4 4WD AT,Honda,Kolkata,2015,35000,Petrol,Automatic,First,2354,152.0,5,10.1,14.7,374835
4008,4039,Mercedes-Benz R-Class R350 4Matic Long,MercedesBenz,Mumbai,2011,82000,Petrol,Automatic,Second,3498,272.0,7,11.8,16.85,784072
4014,4045,Toyota Etios Cross 1.4 GD,Toyota,Ahmedabad,2017,42000,Diesel,Manual,First,1364,67.04,5,23.59,6.25,475232
4015,4046,Tata Indica Vista TDI LX,Tata,Jaipur,2012,90000,Diesel,Manual,First,1405,70.0,5,19.4,2.5,316019
4018,4049,Skoda Octavia Rider Classic 1.9 TDI,Skoda,Hyderabad,2005,105000,Diesel,Manual,First,1896,66.0,5,18.7,1.99,544479
4024,4055,Mercedes-Benz E-Class E350 CDI,MercedesBenz,Delhi,2014,68000,Diesel,Automatic,First,2987,261.5,5,13.0,27.5,564703
4028,4059,Skoda Rapid 1.5 TDI AT Elegance Plus,Skoda,Hyderabad,2015,34000,Diesel,Automatic,First,1498,103.52,5,21.66,7.99,706985
4034,4065,Ford Ecosport 1.0 Ecoboost Titanium,Ford,Kochi,2014,43316,Petrol,Manual,First,999,123.37,5,18.88,6.22,216245
4042,4073,Tata Indica V2 DLG TC,Tata,Mumbai,2006,133000,Diesel,Manual,Second,1405,68.0,5,16.8,0.86,576536
4046,4077,Maruti Baleno LXI - BSIII,Maruti,Kochi,2006,70362,Petrol,Manual,Second,1590,74.0,5,15.4,1.81,669074
4048,4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Land,Hyderabad,2017,25000,Diesel,Automatic,First,2993,255.0,5,13.33,160.0,338771
4052,4083,Maruti Baleno RS Petrol,Maruti,Coimbatore,2018,26731,Petrol,Manual,First,998,100.0,5,21.1,8.61,681390
4056,4087,Maruti Celerio VXI AT Optional,Maruti,Pune,2017,20000,Petrol,Automatic,First,998,67.04,5,23.1,4.7,340476
4061,4092,Ford Classic 1.4 Duratorq Titanium,Ford,Chennai,2014,83500,Diesel,Manual,Second,1399,67.0,5,19.68,3.0,310105
4062,4093,Maruti Ciaz ZDi,Maruti,Delhi,2015,46166,Diesel,Manual,Second,1248,88.5,5,26.21,5.5,540905
4064,4095,Audi A4 3.0 TDI Quattro,Audi,Coimbatore,2015,35463,Diesel,Automatic,First,2967,241.4,5,14.94,25.02,293796
4065,4096,Toyota Camry Hybrid 2.5,Toyota,Coimbatore,2017,23249,Petrol,Automatic,First,2487,175.67,5,19.16,26.11,690053
4077,4108,Mitsubishi Pajero Sport 4X4 AT,Mitsubishi,Coimbatore,2019,11827,Diesel,Automatic,First,2477,175.56,6,13.5,27.11,394168
4083,4114,Toyota Corolla Altis JS MT,Toyota,Kolkata,2015,46000,Petrol,Manual,First,1798,138.03,5,14.28,6.95,759161
4094,4125,Datsun redi-GO S,Datsun,Chennai,2016,26239,Petrol,Manual,First,799,53.0,5,22.7,2.75,360902
4095,4126,Skoda Yeti Ambition 4WD,Skoda,Pune,2011,97000,Diesel,Manual,First,1968,138.08,5,17.67,6.0,733245
4102,4133,Hyundai i20 1.2 Asta with AVN,Hyundai,Coimbatore,2015,20045,Petrol,Manual,First,1197,80.0,5,17.0,6.22,320213
4107,4138,Toyota Etios Liva V,Toyota,Mumbai,2013,8950,Petrol,Manual,First,1197,78.9,5,17.71,3.55,380101
4112,4143,Mercedes-Benz S-Class 280 AT,MercedesBenz,Chennai,2003,111000,Petrol,Automatic,First,2987,210.0,5,13.0,6.5,214659
4133,4165,Maruti Wagon R VXI Plus,Maruti,Kolkata,2018,10000,Petrol,Manual,First,998,67.04,5,20.51,4.5,781087
4136,4168,Mahindra Scorpio SLE BSIV,Mahindra,Delhi,2011,85000,Diesel,Manual,First,2179,120.0,8,12.05,5.25,465622
4138,4170,Fiat Grande Punto EVO 1.3 Active,Fiat,Pune,2014,74500,Diesel,Manual,First,1248,75.0,5,21.2,3.3,322545
4148,4180,Hyundai Creta 1.6 SX Option Diesel,Hyundai,Coimbatore,2017,101065,Diesel,Manual,First,1582,126.2,5,20.5,11.45,447587
4154,4186,Maruti Eeco Smiles 5 Seater AC,Maruti,Coimbatore,2017,22874,Petrol,Manual,First,1196,73.0,5,15.1,4.44,747365
4158,4190,Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,Pune,2016,55001,Petrol,Automatic,Second,1197,103.2,5,16.93,8.5,639835
4168,4200,Mahindra KUV 100 mFALCON D75 K4 Plus,Mahindra,Kochi,2017,60357,Diesel,Manual,First,1198,77.0,6,25.32,4.49,497355
4171,4203,Mahindra Scorpio VLX AT AIRBAG BSIV,Mahindra,Mumbai,2011,50000,Diesel,Automatic,First,2179,120.0,8,11.79,6.0,450001
4173,4205,Honda City i-DTEC SV,Honda,Kolkata,2015,39000,Diesel,Manual,First,1498,98.6,5,25.6,5.49,671210
4179,4211,Honda City 1.5 V AT Exclusive,Honda,Kochi,2012,63998,Petrol,Automatic,First,1497,118.0,5,17.0,5.42,291894
4186,4218,Honda City V MT AVN,Honda,Pune,2012,89000,Petrol,Manual,Second,1497,116.3,5,16.8,3.5,393624
4193,4225,Renault Duster RXZ AWD,Renault,Hyderabad,2015,63000,Diesel,Manual,Second,1461,108.45,5,19.72,8.2,232885
4203,4236,Audi A4 35 TDI Premium Plus,Audi,Kochi,2015,13506,Diesel,Automatic,First,1968,187.74,5,18.25,21.66,235497
4208,4241,Ford Figo 2015-2019 1.5D Titanium Plus MT,Ford,Hyderabad,2015,45000,Diesel,Manual,First,1498,99.0,5,25.83,5.5,259576
4210,4243,Ford Ikon 1.6 ZXI NXt,Ford,Pune,2004,69870,Petrol,Manual,Second,1597,92.0,5,14.2,1.1,538613
4211,4244,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mahindra,Mumbai,2014,84000,Diesel,Manual,First,2179,120.0,7,12.05,6.85,200700
4221,4254,Ford Figo Aspire 1.5 Ti-VCT Titanium,Ford,Mumbai,2015,28843,Petrol,Automatic,First,1499,110.5,5,17.01,5.49,773984
4222,4255,Renault Duster 110PS Diesel RxL AMT,Renault,Bangalore,2016,26000,Diesel,Automatic,Second,1461,108.45,5,19.6,10.0,213939
4227,4260,Skoda Rapid 1.5 TDI Ambition Plus,Skoda,Bangalore,2014,52000,Diesel,Manual,First,1498,103.6,5,21.14,6.2,272603
4234,4267,Mercedes-Benz E-Class 230 E AT,MercedesBenz,Kolkata,2009,28888,Petrol,Automatic,First,2496,157.7,5,10.0,7.56,689819
4239,4272,Honda Accord V6 AT,Honda,Chennai,2006,120000,Petrol,Automatic,Second,2997,218.0,5,9.0,2.65,329147
4245,4278,Mahindra Xylo E2,Mahindra,Kochi,2010,109147,Diesel,Manual,First,2498,112.0,8,14.0,2.65,392720
4256,4289,Hyundai Verna Transform Xxi ABS,Hyundai,Bangalore,2011,60000,Petrol,Manual,First,1599,103.2,5,16.2,3.95,467664
4262,4295,Hyundai i10 Magna 1.1L,Hyundai,Delhi,2009,60000,Petrol,Manual,Second,1086,68.05,5,19.81,1.9,276344
4263,4296,Volkswagen Ameo 1.2 MPI Anniversary Edition,Volkswagen,Pune,2018,20000,Petrol,Manual,First,1198,74.0,5,17.0,5.5,442507
4264,4297,Toyota Camry 2.5 G,Toyota,Mumbai,2014,68400,Petrol,Automatic,First,2494,178.4,5,12.98,13.5,247005
4289,4322,Toyota Fortuner 4x2 AT TRD Sportivo,Toyota,Delhi,2015,36000,Diesel,Automatic,Second,2982,168.7,7,12.55,21.5,382659
4291,4324,Honda Jazz 1.5 V i DTEC,Honda,Ahmedabad,2016,35000,Diesel,Manual,First,1498,98.6,5,27.3,5.5,269470
4294,4327,BMW X1 xDrive 20d M Sport,BMW,Kolkata,2017,27001,Diesel,Automatic,First,1995,190.0,5,20.68,29.0,467660
4296,4329,Mahindra KUV 100 mFALCON D75 K8,Mahindra,Hyderabad,2016,26000,Diesel,Manual,First,1198,77.0,6,25.32,6.5,200049
4297,4330,Honda Jazz Mode,Honda,Mumbai,2010,55000,Petrol,Manual,First,1198,90.0,5,16.0,2.35,239284
4313,4346,Maruti Swift ZXI Plus,Maruti,Ahmedabad,2018,2000,Petrol,Manual,First,1197,81.8,5,22.0,7.75,789588
4318,4351,Maruti Esteem LX BSII,Maruti,Jaipur,2003,55000,Petrol,Manual,Third,1298,74.0,5,15.9,0.7,205211
4326,4359,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,Kochi,2017,57539,Diesel,Manual,First,2494,102.0,7,12.8,12.83,525690
4332,4365,Skoda Laura RS,Skoda,Delhi,2011,70000,Petrol,Manual,Second,1798,157.8,5,13.4,4.75,548774
4333,4366,Honda City i DTec S,Honda,Jaipur,2015,78233,Diesel,Manual,First,1498,98.6,5,26.0,6.6,279300
4334,4367,Tata New Safari 4X4 EX,Tata,Chennai,2007,120203,Diesel,Manual,Second,2179,138.0,7,13.93,3.5,725903
4337,4370,Renault KWID 1.0 RXL,Renault,Jaipur,2017,31056,Petrol,Manual,First,999,67.0,5,23.01,3.6,438910
4347,4380,Maruti Ciaz RS ZXi Plus,Maruti,Coimbatore,2016,60913,Petrol,Manual,First,1373,91.1,5,20.73,7.19,781607
4353,4386,Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Delhi,2008,138000,Petrol,Manual,First,1061,64.0,5,18.2,1.2,456957
4357,4390,Maruti Ritz LXI,Maruti,Hyderabad,2013,80264,Petrol,Manual,First,1197,85.8,5,21.1,4.3,360677
4359,4392,Toyota Corolla Altis 1.8 Limited Edition,Toyota,Mumbai,2015,49000,Petrol,Manual,First,1798,138.03,5,14.28,8.95,667168
4360,4393,Toyota Etios VXD,Toyota,Pune,2012,111000,Diesel,Manual,First,1364,67.1,5,23.59,4.75,394001
4368,4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Tata,Hyderabad,2017,16500,Petrol,Manual,First,1199,84.0,5,23.84,5.0,548351
4376,4409,Skoda Superb 2.8 V6 AT,Skoda,Kolkata,2005,13002,Petrol,Automatic,First,2771,193.1,5,9.3,3.25,702190
4383,4416,BMW 3 Series GT 320d Luxury Line,BMW,Hyderabad,2015,36255,Diesel,Automatic,First,1995,184.0,5,19.59,33.0,615879
4386,4419,Ford EcoSport 1.5 Ti VCT MT Titanium,Ford,Mumbai,2014,31130,Petrol,Manual,First,1499,110.4,5,15.85,5.75,488593
4390,4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,MercedesBenz,Kochi,2019,17320,Diesel,Automatic,First,2148,170.0,5,15.8,37.99,290544
4392,4425,Ford Endeavour 4x2 XLT,Ford,Hyderabad,2007,130000,Diesel,Manual,First,2499,141.0,7,13.1,6.0,735752
4393,4426,Ford Figo Petrol EXI,Ford,Coimbatore,2013,60328,Petrol,Manual,First,1196,70.0,5,15.6,4.54,446245
4395,4428,Tata Indica Vista TDI LS,Tata,Mumbai,2014,75000,Diesel,Manual,First,1405,70.0,5,19.1,3.3,353258
4396,4429,Volvo XC60 D4 Summum,Volvo,Hyderabad,2012,86000,Diesel,Automatic,Second,1985,163.0,5,14.7,18.25,287523
4397,4430,Datsun Redi GO Sport,Datsun,Bangalore,2017,12000,Petrol,Manual,First,799,53.0,5,22.7,3.1,404716
4407,4440,Hyundai Verna 1.6 CRDi AT S,Hyundai,Chennai,2016,33000,Diesel,Automatic,First,1582,126.2,5,19.08,8.7,202262
4417,4451,Ford Mustang V8,Ford,Kochi,2018,21290,Petrol,Automatic,First,4951,395.0,4,13.0,56.8,542890
4426,4460,Tata Indica V2 DLS BSIII,Tata,Pune,2013,70000,Diesel,Manual,First,1405,48.21,5,17.88,1.8,200451
4439,4473,Honda Mobilio E i DTEC,Honda,Hyderabad,2014,58972,Diesel,Manual,First,1498,98.6,7,24.2,6.5,430360
4444,4478,Ford Fusion Plus 1.4 TDCi Diesel,Ford,Hyderabad,2008,75000,Diesel,Manual,Second,1399,68.0,5,17.7,3.0,202212
4446,4480,Hyundai Xcent 1.1 CRDi SX Option,Hyundai,Jaipur,2014,65000,Diesel,Manual,First,1120,71.0,5,24.4,6.0,582457
4447,4481,Skoda Superb Style 2.0 TDI AT,Skoda,Mumbai,2015,19000,Diesel,Automatic,First,1968,174.5,5,18.19,15.5,467813
4456,4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,Ford,Chennai,2010,107000,Petrol,Manual,First,1388,68.0,5,16.6,2.6,787714
